,log_id,instance_id,log_message,error_code,time
5345,LOG_528165,INS_292371,instance crashed,500,2021-08-28 01:44:36
5346,LOG_995370,INS_339079,instance terminated,999,2020-03-29 09:57:44
5347,LOG_633632,INS_946237,instance initiated,200,2020-08-16 06:23:59
5348,LOG_779715,INS_805308,user logged in,201,2020-12-21 02:18:33
5349,LOG_734816,INS_568007,instance shutdown,499,2021-03-31 00:34:16
5350,LOG_291022,INS_556083,instance initiated,200,2021-01-06 22:44:58
5351,LOG_701708,INS_754097,instance restart,501,2021-05-03 11:40:55
5352,LOG_739009,INS_653773,instance initiated,200,2020-04-29 04:46:41
5353,LOG_140319,INS_109840,instance restart,501,2021-10-29 09:46:33
5354,LOG_275955,INS_184342,instance shutdown,499,2020-03-30 15:35:13
5355,LOG_574325,INS_612961,instance terminated,999,2020-11-10 04:13:25
5356,LOG_583182,INS_119039,instance terminated,999,2021-01-20 10:22:53
5357,LOG_962077,INS_905348,instance crashed,500,2021-08-23 05:05:31
5358,LOG_948545,INS_207173,instance shutdown,499,2021-09-10 01:38:40
5359,LOG_199662,INS_789625,instance terminated,999,2021-10-26 05:02:35
5360,LOG_298887,INS_936612,instance shutdown,499,2020-05-30 20:38:47
5361,LOG_358110,INS_362650,instance initiated,200,2021-01-24 10:05:19
5362,LOG_697698,INS_806803,instance crashed,500,2020-01-04 09:43:09
5363,LOG_123744,INS_997418,instance shutdown,499,2020-06-03 08:23:23
5364,LOG_683464,INS_369795,instance restart,501,2021-01-22 03:44:52
5365,LOG_267161,INS_984082,instance initiated,200,2020-11-24 06:27:15
5366,LOG_893752,INS_557600,instance terminated,999,2021-06-01 12:42:49
5367,LOG_715435,INS_863418,instance restart,501,2021-02-02 03:30:25
5368,LOG_279978,INS_657785,instance terminated,999,2020-02-22 01:06:39
5369,LOG_176177,INS_481188,instance crashed,500,2021-10-11 11:24:07
5370,LOG_186855,INS_180351,instance terminated,999,2020-12-21 02:05:41
5371,LOG_830008,INS_364271,instance initiated,200,2020-02-18 20:27:43
5372,LOG_167495,INS_228760,instance restart,501,2021-10-09 00:29:00
5373,LOG_952371,INS_779218,user logged in,201,2021-06-27 01:38:31
5374,LOG_808840,INS_874285,instance initiated,200,2021-01-22 05:30:46
5375,LOG_525571,INS_863596,user logged in,201,2020-02-19 22:39:32
5376,LOG_955054,INS_496904,instance restart,501,2021-10-04 05:02:40
5377,LOG_564564,INS_940232,instance restart,501,2020-05-05 05:25:27
5378,LOG_320323,INS_161871,instance restart,501,2020-06-04 17:27:33
5379,LOG_590246,INS_657492,user logged in,201,2021-08-21 06:42:58
5380,LOG_870045,INS_180425,instance restart,501,2021-10-31 09:08:20
5381,LOG_350994,INS_188707,instance crashed,500,2021-09-11 10:31:49
5382,LOG_948337,INS_700670,instance terminated,999,2020-05-08 00:35:58
5383,LOG_422115,INS_234255,instance shutdown,499,2020-01-31 23:51:54
5384,LOG_845883,INS_165922,instance shutdown,499,2021-06-24 03:56:05
5385,LOG_715766,INS_369795,instance initiated,200,2020-08-21 09:54:53
5386,LOG_663813,INS_264312,instance shutdown,499,2021-08-17 03:34:12
5387,LOG_355261,INS_496314,instance initiated,200,2021-04-04 12:08:02
5388,LOG_658350,INS_143369,instance shutdown,499,2020-09-10 22:21:09
5389,LOG_958090,INS_969931,instance crashed,500,2021-07-10 11:55:05
5390,LOG_591788,INS_327636,instance restart,501,2020-09-01 10:30:58
5391,LOG_459194,INS_409281,instance restart,501,2020-10-25 10:46:11
5392,LOG_200751,INS_227825,instance restart,501,2020-05-19 09:52:50
5393,LOG_144788,INS_471024,instance shutdown,499,2021-08-18 10:03:33
5394,LOG_273110,INS_396826,instance shutdown,499,2020-11-10 00:43:39
5395,LOG_361652,INS_902966,instance shutdown,499,2020-04-20 13:34:40
5396,LOG_528648,INS_483418,instance crashed,500,2020-08-27 19:38:03
5397,LOG_745677,INS_400724,instance terminated,999,2020-04-03 10:20:51
5398,LOG_458126,INS_244464,instance shutdown,499,2021-07-03 04:53:06
5399,LOG_990193,INS_770776,user logged in,201,2021-05-03 22:15:07
5400,LOG_483533,INS_664342,instance initiated,200,2021-03-01 16:04:04
5401,LOG_221111,INS_488913,user logged in,201,2021-07-05 07:47:31
5402,LOG_141909,INS_243561,user logged in,201,2021-08-24 17:14:55
5403,LOG_916658,INS_805308,instance terminated,999,2021-07-19 08:58:02
5404,LOG_323529,INS_154734,instance restart,501,2020-06-03 03:03:34
5405,LOG_206849,INS_383406,instance restart,501,2021-10-24 22:46:22
5406,LOG_861550,INS_649580,instance restart,501,2020-08-12 17:30:18
5407,LOG_557088,INS_896713,user logged in,201,2020-02-12 20:55:17
5408,LOG_355825,INS_894087,instance initiated,200,2020-02-12 04:47:20
5409,LOG_167164,INS_928906,instance restart,501,2020-09-27 15:17:27
5410,LOG_613932,INS_711835,instance shutdown,499,2020-01-20 00:39:39
5411,LOG_778454,INS_170605,user logged in,201,2021-05-12 05:47:06
5412,LOG_126635,INS_786939,instance crashed,500,2021-08-19 14:03:21
5413,LOG_279116,INS_192915,instance initiated,200,2020-10-08 09:05:06
5414,LOG_465195,INS_846209,instance crashed,500,2020-02-05 22:16:52
5415,LOG_471561,INS_879578,instance terminated,999,2021-07-20 06:35:23
5416,LOG_965169,INS_984376,instance crashed,500,2020-09-12 07:38:40
5417,LOG_127423,INS_211696,instance crashed,500,2020-02-14 22:15:35
5418,LOG_639882,INS_925253,instance initiated,200,2021-05-10 22:23:59
5419,LOG_479461,INS_515075,instance terminated,999,2021-04-09 22:27:08
5420,LOG_190122,INS_245211,instance crashed,500,2021-01-12 18:00:56
5421,LOG_235736,INS_796242,user logged in,201,2021-06-25 19:44:18
5422,LOG_138219,INS_727331,instance restart,501,2021-02-11 03:23:00
5423,LOG_946783,INS_811327,instance shutdown,499,2020-06-26 15:15:08
5424,LOG_448725,INS_698018,instance restart,501,2021-02-12 13:52:25
5425,LOG_125321,INS_653773,instance terminated,999,2020-07-28 15:28:06
5426,LOG_969204,INS_122866,instance crashed,500,2021-09-03 22:13:40
5427,LOG_260895,INS_481875,instance shutdown,499,2020-06-28 16:27:20
5428,LOG_563708,INS_101637,instance initiated,200,2020-03-31 20:16:55
5429,LOG_524604,INS_657507,user logged in,201,2020-12-27 20:27:06
5430,LOG_779796,INS_896405,instance shutdown,499,2020-10-07 11:03:23
5431,LOG_511666,INS_286475,instance terminated,999,2020-03-03 10:02:17
5432,LOG_722383,INS_302349,instance shutdown,499,2021-06-19 08:13:16
5433,LOG_714017,INS_154605,instance restart,501,2021-09-18 11:22:49
5434,LOG_168684,INS_916690,instance restart,501,2020-06-29 08:49:01
5435,LOG_640183,INS_752434,instance shutdown,499,2020-03-06 07:41:09
5436,LOG_676097,INS_118815,instance restart,501,2020-05-13 06:13:44
5437,LOG_310777,INS_713768,instance terminated,999,2021-03-15 13:34:17
5438,LOG_561716,INS_400802,instance initiated,200,2020-01-23 06:57:23
5439,LOG_794182,INS_940250,user logged in,201,2020-04-13 01:27:04
5440,LOG_535226,INS_894770,instance restart,501,2020-01-10 04:39:04
5441,LOG_947717,INS_712213,instance initiated,200,2021-10-10 18:14:02
5442,LOG_451519,INS_892753,instance shutdown,499,2020-12-26 06:20:56
5443,LOG_948443,INS_846917,instance restart,501,2020-12-10 19:09:38
5444,LOG_569737,INS_980825,instance shutdown,499,2020-03-16 11:44:35
5445,LOG_901434,INS_770326,instance terminated,999,2021-03-03 22:58:05
5446,LOG_329644,INS_850694,instance initiated,200,2021-09-03 08:17:08
5447,LOG_747162,INS_528148,instance initiated,200,2020-06-08 13:01:06
5448,LOG_510222,INS_449782,instance terminated,999,2021-11-02 15:06:11
5449,LOG_838954,INS_423893,instance restart,501,2020-08-20 02:32:24
5450,LOG_752716,INS_299232,instance shutdown,499,2020-07-05 06:45:10
5451,LOG_220084,INS_317109,instance restart,501,2020-10-03 06:52:10
5452,LOG_659044,INS_318688,instance initiated,200,2021-06-29 00:37:39
5453,LOG_671277,INS_106366,instance crashed,500,2020-09-17 01:05:30
5454,LOG_191406,INS_487987,instance restart,501,2020-07-14 09:48:01
5455,LOG_937468,INS_640712,instance initiated,200,2020-08-03 21:17:35
5456,LOG_881843,INS_251224,user logged in,201,2020-01-03 13:15:40
5457,LOG_463556,INS_257241,instance crashed,500,2020-11-12 23:32:51
5458,LOG_101284,INS_588577,instance shutdown,499,2021-05-06 21:23:11
5459,LOG_192997,INS_853858,instance initiated,200,2021-10-07 17:52:14
5460,LOG_737798,INS_805324,instance crashed,500,2021-08-25 07:05:02
5461,LOG_693053,INS_765595,user logged in,201,2020-05-28 01:23:16
5462,LOG_492967,INS_954252,instance initiated,200,2021-06-13 01:22:25
5463,LOG_376209,INS_914610,instance initiated,200,2020-08-16 19:38:22
5464,LOG_313424,INS_831393,instance shutdown,499,2020-10-10 16:12:19
5465,LOG_378872,INS_837129,user logged in,201,2020-10-24 14:31:49
5466,LOG_678465,INS_321267,instance crashed,500,2021-07-25 10:28:34
5467,LOG_467707,INS_821100,instance shutdown,499,2020-01-27 11:11:03
5468,LOG_290769,INS_601706,instance terminated,999,2021-07-16 17:24:19
5469,LOG_272400,INS_110800,instance initiated,200,2020-03-08 10:24:29
5470,LOG_447104,INS_915087,instance initiated,200,2020-06-13 03:18:46
5471,LOG_461395,INS_789031,user logged in,201,2020-12-07 21:45:13
5472,LOG_996613,INS_745521,instance restart,501,2021-08-21 14:02:16
5473,LOG_365520,INS_119039,instance crashed,500,2020-12-09 23:58:24
5474,LOG_621067,INS_281236,instance initiated,200,2021-03-09 03:10:35
5475,LOG_242212,INS_407705,instance restart,501,2020-08-31 04:24:40
5476,LOG_952020,INS_388384,instance crashed,500,2021-07-28 19:27:57
5477,LOG_825688,INS_711736,instance terminated,999,2020-02-10 07:45:03
5478,LOG_160560,INS_815084,instance initiated,200,2021-04-30 07:24:41
5479,LOG_809165,INS_250082,user logged in,201,2020-04-28 09:33:45
5480,LOG_625570,INS_743396,user logged in,201,2020-04-10 04:02:40
5481,LOG_308597,INS_211696,user logged in,201,2021-03-15 08:44:37
5482,LOG_607044,INS_649085,instance initiated,200,2020-04-23 04:30:38
5483,LOG_619328,INS_543560,instance shutdown,499,2021-10-09 05:42:06
5484,LOG_849452,INS_665124,instance shutdown,499,2021-10-31 10:15:54
5485,LOG_422296,INS_715722,user logged in,201,2020-11-01 17:18:16
5486,LOG_308877,INS_853800,instance terminated,999,2021-06-28 00:05:09
5487,LOG_114138,INS_796242,instance crashed,500,2020-05-04 20:47:59
5488,LOG_953726,INS_509759,instance shutdown,499,2021-08-19 10:06:15
5489,LOG_774428,INS_354752,instance crashed,500,2020-06-27 02:34:48
5490,LOG_869813,INS_835989,user logged in,201,2021-05-15 10:13:20
5491,LOG_857986,INS_511581,instance crashed,500,2020-06-23 09:58:19
5492,LOG_339817,INS_194935,user logged in,201,2021-03-28 21:06:11
5493,LOG_454726,INS_259728,instance initiated,200,2020-01-21 05:31:04
5494,LOG_771579,INS_860251,instance initiated,200,2020-05-09 09:27:21
5495,LOG_869299,INS_681191,instance restart,501,2020-12-18 10:18:02
5496,LOG_963293,INS_517849,instance shutdown,499,2020-03-07 07:31:12
5497,LOG_440229,INS_305204,instance restart,501,2021-08-06 09:38:01
5498,LOG_987765,INS_959893,instance restart,501,2021-04-23 07:29:26
5499,LOG_390564,INS_103375,instance terminated,999,2021-07-23 06:58:33
5500,LOG_927130,INS_966269,instance shutdown,499,2020-11-08 03:34:53
5501,LOG_600375,INS_538548,instance crashed,500,2020-05-23 22:39:41
5502,LOG_410119,INS_238405,instance terminated,999,2020-05-01 17:05:21
5503,LOG_286075,INS_665124,instance crashed,500,2021-09-17 13:46:23
5504,LOG_984213,INS_489902,instance crashed,500,2020-07-18 14:32:20
5505,LOG_607616,INS_388009,instance crashed,500,2020-06-01 09:37:03
5506,LOG_529324,INS_315687,instance initiated,200,2021-04-20 12:12:00
5507,LOG_185357,INS_694019,instance restart,501,2021-10-11 05:47:27
5508,LOG_992340,INS_999623,instance restart,501,2021-10-21 22:03:41
5509,LOG_134117,INS_997748,instance restart,501,2021-06-07 22:48:02
5510,LOG_228375,INS_154605,user logged in,201,2021-08-17 05:46:27
5511,LOG_624044,INS_772402,instance terminated,999,2020-04-18 23:17:21
5512,LOG_642086,INS_937898,instance initiated,200,2021-06-05 19:45:05
5513,LOG_340414,INS_248444,instance restart,501,2020-08-05 18:59:33
5514,LOG_506406,INS_520412,instance crashed,500,2020-12-14 03:59:00
5515,LOG_941102,INS_306803,instance initiated,200,2021-06-29 22:16:39
5516,LOG_233183,INS_218749,instance restart,501,2020-06-05 14:41:53
5517,LOG_184948,INS_428239,instance terminated,999,2021-03-25 07:34:19
5518,LOG_723282,INS_330702,instance shutdown,499,2021-09-06 14:55:38
5519,LOG_493793,INS_143593,instance initiated,200,2021-07-27 02:09:36
5520,LOG_128842,INS_813035,instance initiated,200,2020-04-13 08:59:21
5521,LOG_494173,INS_552376,instance crashed,500,2020-03-29 04:26:05
5522,LOG_473449,INS_112325,instance restart,501,2020-04-28 01:08:04
5523,LOG_968848,INS_930397,instance restart,501,2020-12-19 09:10:28
5524,LOG_519047,INS_225446,user logged in,201,2021-10-07 16:20:22
5525,LOG_833423,INS_706556,instance crashed,500,2021-07-21 11:37:50
5526,LOG_996463,INS_896789,user logged in,201,2020-08-29 04:58:56
5527,LOG_807336,INS_360844,instance terminated,999,2021-07-15 04:08:13
5528,LOG_795586,INS_154664,instance shutdown,499,2020-12-06 23:14:03
5529,LOG_195541,INS_894770,instance terminated,999,2021-01-24 15:54:57
5530,LOG_183719,INS_486373,instance terminated,999,2020-01-05 02:47:54
5531,LOG_645355,INS_370730,instance terminated,999,2021-05-13 13:46:35
5532,LOG_876370,INS_713337,instance restart,501,2021-04-05 08:27:07
5533,LOG_334427,INS_740226,instance crashed,500,2021-10-03 16:26:28
5534,LOG_446257,INS_754141,instance shutdown,499,2020-03-15 20:30:06
5535,LOG_173194,INS_281236,instance restart,501,2021-04-23 07:06:57
5536,LOG_522746,INS_827169,instance terminated,999,2021-02-05 05:53:48
5537,LOG_917396,INS_358109,instance shutdown,499,2020-08-11 04:06:27
5538,LOG_873622,INS_362650,instance restart,501,2021-09-21 18:47:38
5539,LOG_894545,INS_689782,instance restart,501,2021-08-24 05:22:51
5540,LOG_359651,INS_520366,user logged in,201,2020-01-06 13:09:04
5541,LOG_215508,INS_801992,instance restart,501,2021-05-08 05:04:57
5542,LOG_448482,INS_174758,instance restart,501,2021-10-21 00:57:34
5543,LOG_630120,INS_728733,instance terminated,999,2020-09-13 06:41:18
5544,LOG_857394,INS_174114,instance initiated,200,2021-01-11 07:12:19
5545,LOG_127788,INS_104965,instance restart,501,2021-05-06 14:15:13
5546,LOG_431740,INS_606519,instance restart,501,2020-06-17 05:43:35
5547,LOG_641491,INS_824672,user logged in,201,2020-10-18 15:52:52
5548,LOG_730118,INS_991737,instance restart,501,2020-11-11 06:47:25
5549,LOG_373309,INS_113244,instance restart,501,2021-05-10 06:35:44
5550,LOG_707288,INS_774994,instance terminated,999,2020-08-25 17:07:06
5551,LOG_843974,INS_203223,user logged in,201,2020-01-02 09:28:55
5552,LOG_402584,INS_362650,instance terminated,999,2021-06-24 21:57:30
5553,LOG_903415,INS_937898,instance shutdown,499,2020-02-14 04:20:02
5554,LOG_850110,INS_214948,instance shutdown,499,2020-05-13 01:15:14
5555,LOG_962099,INS_527380,instance crashed,500,2020-09-12 15:26:35
5556,LOG_764566,INS_139861,instance terminated,999,2021-03-16 06:27:40
5557,LOG_694574,INS_962666,instance initiated,200,2020-03-23 11:19:00
5558,LOG_855692,INS_667443,instance crashed,500,2020-04-01 09:00:02
5559,LOG_575911,INS_218749,user logged in,201,2021-06-22 22:18:42
5560,LOG_111702,INS_579249,instance initiated,200,2021-01-01 11:38:03
5561,LOG_584809,INS_445611,instance shutdown,499,2020-04-09 13:24:37
5562,LOG_267081,INS_162772,instance crashed,500,2021-08-27 23:06:11
5563,LOG_308856,INS_790500,instance crashed,500,2020-05-18 06:25:24
5564,LOG_817590,INS_944295,instance restart,501,2021-05-13 13:55:02
5565,LOG_899817,INS_508463,instance restart,501,2021-03-16 01:24:35
5566,LOG_742802,INS_640997,instance shutdown,499,2021-10-30 08:26:46
5567,LOG_851546,INS_978845,instance restart,501,2021-07-08 01:49:06
5568,LOG_340543,INS_821094,user logged in,201,2021-05-05 14:13:13
5569,LOG_274867,INS_452644,instance shutdown,499,2020-01-26 23:48:44
5570,LOG_537570,INS_728363,instance shutdown,499,2020-07-25 22:48:18
5571,LOG_214017,INS_407581,instance terminated,999,2021-08-20 03:21:39
5572,LOG_838530,INS_841501,user logged in,201,2021-09-19 07:10:40
5573,LOG_902861,INS_641610,user logged in,201,2020-03-30 19:16:12
5574,LOG_365183,INS_779738,instance terminated,999,2020-06-06 01:50:36
5575,LOG_491203,INS_237496,instance terminated,999,2020-07-19 16:47:56
5576,LOG_277588,INS_874297,instance initiated,200,2020-10-28 22:16:38
5577,LOG_954097,INS_449782,user logged in,201,2020-05-01 03:15:38
5578,LOG_699058,INS_877171,instance terminated,999,2021-08-23 14:44:15
5579,LOG_336733,INS_279768,instance restart,501,2020-06-26 15:11:21
5580,LOG_907141,INS_986224,user logged in,201,2020-12-10 09:14:27
5581,LOG_935746,INS_831913,instance initiated,200,2021-02-24 19:20:05
5582,LOG_191402,INS_137822,instance shutdown,499,2020-07-27 19:19:05
5583,LOG_635712,INS_141053,user logged in,201,2020-02-11 11:59:56
5584,LOG_216209,INS_954295,instance terminated,999,2020-06-11 08:37:42
5585,LOG_890567,INS_855548,instance restart,501,2020-02-02 06:35:22
5586,LOG_839670,INS_625453,instance shutdown,499,2020-02-22 09:36:23
5587,LOG_518481,INS_300717,instance terminated,999,2020-09-06 00:06:29
5588,LOG_244771,INS_606085,instance crashed,500,2020-06-19 21:05:32
5589,LOG_686223,INS_484783,instance terminated,999,2020-05-10 15:10:42
5590,LOG_382126,INS_973839,instance initiated,200,2020-11-13 06:46:28
5591,LOG_539173,INS_140697,instance restart,501,2021-04-30 05:07:44
5592,LOG_563510,INS_551333,instance restart,501,2021-03-14 06:06:01
5593,LOG_951712,INS_266193,instance shutdown,499,2020-02-19 07:18:59
5594,LOG_663686,INS_109738,instance shutdown,499,2021-08-24 21:19:03
5595,LOG_594121,INS_910986,instance initiated,200,2021-07-18 11:41:55
5596,LOG_842644,INS_352610,instance restart,501,2021-05-23 08:14:38
5597,LOG_558286,INS_384324,instance initiated,200,2021-10-24 08:38:12
5598,LOG_383088,INS_811846,instance crashed,500,2020-06-24 17:15:38
5599,LOG_850421,INS_165922,user logged in,201,2021-09-03 10:36:38
5600,LOG_264347,INS_657785,user logged in,201,2021-02-27 07:41:39
5601,LOG_641915,INS_571745,instance terminated,999,2020-05-02 22:09:09
5602,LOG_444828,INS_902240,instance shutdown,499,2021-06-06 07:29:21
5603,LOG_770147,INS_544621,instance restart,501,2020-09-22 00:41:24
5604,LOG_332824,INS_544009,user logged in,201,2020-09-20 18:58:48
5605,LOG_118660,INS_967827,instance crashed,500,2020-12-06 03:43:48
5606,LOG_863725,INS_395878,instance initiated,200,2020-11-05 14:30:50
5607,LOG_276103,INS_660514,user logged in,201,2021-07-25 01:42:44
5608,LOG_503358,INS_989197,user logged in,201,2020-03-17 02:58:54
5609,LOG_442196,INS_234255,instance terminated,999,2021-03-11 07:40:41
5610,LOG_328217,INS_851897,instance shutdown,499,2020-03-15 00:42:30
5611,LOG_318624,INS_846781,instance crashed,500,2020-08-18 18:35:51
5612,LOG_285826,INS_892697,instance crashed,500,2021-01-12 21:50:33
5613,LOG_433498,INS_334121,instance terminated,999,2020-03-24 19:54:22
5614,LOG_102399,INS_630175,user logged in,201,2021-11-08 09:24:29
5615,LOG_632612,INS_221111,user logged in,201,2021-08-25 08:46:46
5616,LOG_327940,INS_182756,instance restart,501,2020-02-16 07:33:07
5617,LOG_463418,INS_823479,instance crashed,500,2020-07-09 08:48:41
5618,LOG_544340,INS_649085,instance restart,501,2021-04-11 14:44:20
5619,LOG_545680,INS_399458,instance terminated,999,2021-02-15 02:25:58
5620,LOG_899223,INS_569676,instance crashed,500,2020-01-02 17:30:56
5621,LOG_445286,INS_741009,instance initiated,200,2021-11-03 10:30:33
5622,LOG_185944,INS_134186,instance initiated,200,2021-06-27 05:51:35
5623,LOG_208053,INS_901301,instance crashed,500,2020-03-30 23:36:13
5624,LOG_552872,INS_805324,instance terminated,999,2021-06-04 17:44:09
5625,LOG_645004,INS_838344,instance restart,501,2021-06-23 09:15:14
5626,LOG_174574,INS_923619,instance shutdown,499,2021-02-03 19:31:49
5627,LOG_681914,INS_520565,user logged in,201,2021-11-15 16:52:04
5628,LOG_588280,INS_290743,instance initiated,200,2021-11-04 18:17:30
5629,LOG_450922,INS_967888,instance shutdown,499,2020-01-12 12:22:02
5630,LOG_627789,INS_780026,user logged in,201,2020-10-13 06:16:19
5631,LOG_227132,INS_946237,instance restart,501,2021-08-27 23:16:20
5632,LOG_684540,INS_954295,instance shutdown,499,2021-10-31 06:26:21
5633,LOG_408727,INS_813136,instance restart,501,2020-12-15 08:35:52
5634,LOG_410542,INS_550134,instance restart,501,2020-11-22 08:18:34
5635,LOG_287710,INS_650709,instance initiated,200,2021-08-08 22:29:16
5636,LOG_697872,INS_561233,instance terminated,999,2021-06-17 20:23:06
5637,LOG_539864,INS_970207,instance restart,501,2020-01-20 14:44:15
5638,LOG_496148,INS_603099,user logged in,201,2020-06-27 11:13:51
5639,LOG_439749,INS_177637,instance crashed,500,2020-01-25 12:36:29
5640,LOG_859433,INS_765939,instance shutdown,499,2020-01-22 06:43:42
5641,LOG_946619,INS_524219,instance shutdown,499,2020-10-11 16:10:13
5642,LOG_479617,INS_940250,instance terminated,999,2020-01-07 23:35:31
5643,LOG_653820,INS_287879,instance shutdown,499,2021-04-28 12:13:13
5644,LOG_124468,INS_925253,user logged in,201,2020-07-30 03:45:45
5645,LOG_177232,INS_214948,instance shutdown,499,2020-05-16 08:35:01
5646,LOG_779937,INS_322906,instance shutdown,499,2021-09-28 04:32:46
5647,LOG_847544,INS_941596,instance initiated,200,2021-05-02 14:41:20
5648,LOG_898401,INS_486227,instance restart,501,2020-10-11 12:37:00
5649,LOG_803900,INS_341153,instance terminated,999,2020-07-22 18:41:48
5650,LOG_820160,INS_910986,instance restart,501,2021-01-08 16:41:49
5651,LOG_107720,INS_745803,instance restart,501,2021-02-18 11:14:24
5652,LOG_804160,INS_161034,instance initiated,200,2021-06-18 08:51:57
5653,LOG_713359,INS_914610,instance restart,501,2021-01-15 18:48:25
5654,LOG_723561,INS_669767,instance terminated,999,2021-10-05 06:12:11
5655,LOG_618681,INS_558559,instance crashed,500,2021-02-16 11:27:27
5656,LOG_903644,INS_736307,user logged in,201,2020-03-29 17:15:47
5657,LOG_482062,INS_507975,instance restart,501,2020-01-10 11:14:21
5658,LOG_600787,INS_284134,instance shutdown,499,2020-04-06 12:04:05
5659,LOG_707398,INS_776912,instance crashed,500,2020-08-09 08:03:43
5660,LOG_714674,INS_463617,instance crashed,500,2021-08-09 11:08:42
5661,LOG_970405,INS_545205,instance crashed,500,2020-12-29 19:29:18
5662,LOG_955378,INS_442916,instance crashed,500,2020-11-08 18:38:09
5663,LOG_819401,INS_243561,instance shutdown,499,2020-05-25 03:47:35
5664,LOG_366671,INS_449611,instance initiated,200,2021-02-12 01:25:09
5665,LOG_414888,INS_670230,user logged in,201,2021-02-13 00:48:57
5666,LOG_642821,INS_922906,user logged in,201,2021-03-21 07:55:33
5667,LOG_133237,INS_656731,instance crashed,500,2021-01-06 19:56:54
5668,LOG_719555,INS_668374,instance restart,501,2020-06-05 01:31:56
5669,LOG_553171,INS_966073,instance terminated,999,2020-09-14 08:08:20
5670,LOG_874734,INS_365357,instance terminated,999,2021-07-05 10:34:07
5671,LOG_881101,INS_728363,instance restart,501,2020-04-15 14:14:49
5672,LOG_322282,INS_303150,instance restart,501,2020-12-01 13:47:27
5673,LOG_244335,INS_396826,instance shutdown,499,2020-08-20 00:30:52
5674,LOG_731841,INS_774994,instance shutdown,499,2021-07-16 02:50:09
5675,LOG_491674,INS_986712,instance crashed,500,2020-09-14 16:08:47
5676,LOG_256052,INS_663673,user logged in,201,2020-07-23 11:45:40
5677,LOG_520807,INS_801731,instance terminated,999,2020-06-09 02:24:49
5678,LOG_928673,INS_511526,instance terminated,999,2020-09-20 04:45:13
5679,LOG_120958,INS_867341,instance restart,501,2020-04-20 02:31:51
5680,LOG_214980,INS_705822,instance shutdown,499,2020-08-15 18:12:06
5681,LOG_345083,INS_417281,instance restart,501,2020-05-02 00:45:46
5682,LOG_341861,INS_381518,instance shutdown,499,2020-09-20 19:13:39
5683,LOG_224049,INS_337702,instance initiated,200,2020-04-30 21:21:09
5684,LOG_706350,INS_207494,instance restart,501,2020-08-19 14:14:27
5685,LOG_401196,INS_782994,user logged in,201,2021-06-02 02:28:34
5686,LOG_841711,INS_191894,instance terminated,999,2021-01-02 13:10:52
5687,LOG_124658,INS_861180,instance crashed,500,2020-08-18 02:45:34
5688,LOG_126743,INS_121339,user logged in,201,2021-01-05 11:45:48
5689,LOG_776029,INS_925108,instance shutdown,499,2020-05-29 15:51:52
5690,LOG_464284,INS_123518,user logged in,201,2021-06-01 16:00:33
5691,LOG_664789,INS_234255,instance terminated,999,2021-07-14 20:33:47
5692,LOG_324638,INS_935673,instance restart,501,2020-05-09 23:27:25
5693,LOG_417225,INS_972864,instance shutdown,499,2021-03-27 17:59:55
5694,LOG_377273,INS_527715,instance initiated,200,2020-05-18 15:27:52
5695,LOG_959383,INS_151336,instance terminated,999,2021-04-19 05:36:14
5696,LOG_749827,INS_865540,instance terminated,999,2020-11-11 22:51:28
5697,LOG_462792,INS_978845,instance initiated,200,2021-04-27 18:31:06
5698,LOG_423392,INS_143369,user logged in,201,2021-09-02 13:10:54
5699,LOG_164549,INS_513829,instance shutdown,499,2020-11-05 13:27:58
5700,LOG_988720,INS_378734,user logged in,201,2020-10-12 01:58:59
5701,LOG_526087,INS_304144,instance terminated,999,2021-08-16 17:50:55
5702,LOG_255456,INS_534854,instance restart,501,2020-02-23 07:42:54
5703,LOG_948816,INS_191411,instance shutdown,499,2021-09-24 19:39:12
5704,LOG_445687,INS_461206,instance restart,501,2020-10-29 19:57:26
5705,LOG_122736,INS_883131,instance terminated,999,2021-06-21 06:38:13
5706,LOG_811486,INS_281236,user logged in,201,2020-06-06 08:43:32
5707,LOG_319146,INS_728733,instance initiated,200,2021-01-07 00:23:44
5708,LOG_340481,INS_603005,instance restart,501,2020-09-04 04:59:41
5709,LOG_384046,INS_458006,user logged in,201,2020-06-06 21:16:35
5710,LOG_473979,INS_713337,instance initiated,200,2020-08-05 20:58:25
5711,LOG_538755,INS_287061,instance terminated,999,2020-03-25 01:51:19
5712,LOG_406138,INS_540102,instance restart,501,2020-03-15 15:43:25
5713,LOG_268267,INS_445454,instance crashed,500,2021-05-10 15:19:50
5714,LOG_324379,INS_274173,instance restart,501,2021-05-21 19:48:36
5715,LOG_260882,INS_224813,instance terminated,999,2020-06-19 07:54:36
5716,LOG_126667,INS_907618,instance restart,501,2021-01-22 21:22:03
5717,LOG_855952,INS_741009,instance terminated,999,2021-06-01 20:28:36
5718,LOG_675894,INS_438545,instance terminated,999,2021-10-14 15:04:45
5719,LOG_468453,INS_882761,user logged in,201,2020-02-18 16:32:24
5720,LOG_488411,INS_234838,user logged in,201,2020-09-01 00:58:16
5721,LOG_203697,INS_535938,instance crashed,500,2020-07-22 09:04:18
5722,LOG_146411,INS_806090,instance initiated,200,2021-08-30 06:06:01
5723,LOG_920844,INS_228234,user logged in,201,2020-08-30 14:29:09
