,instance_id,zone,allocated,computeID,storageID,inst_type
1156,INS_874845,South America,0,COM_995209,,COM
1157,INS_336049,North America,0,COM_542682,,COM
1158,INS_353745,Africa,0,,STO_914572,STO
1159,INS_370453,North America,1,COM_650748,,COM
1160,INS_816254,Australia,1,,STO_600517,STO
1161,INS_231137,South America,0,,STO_799690,STO
1162,INS_219354,Australia,1,,STO_814058,STO
1163,INS_444913,Antarctica,0,,STO_814058,STO
1164,INS_779881,North America,0,,STO_153142,STO
1165,INS_412952,Antarctica,0,COM_423610,,COM
1166,INS_637480,Europe,0,COM_169616,,COM
1167,INS_312480,Africa,0,COM_612696,,COM
1168,INS_640608,South America,0,COM_405168,,COM
1169,INS_163095,Antarctica,0,,STO_748408,STO
1170,INS_459922,Asia,1,,STO_358360,STO
1171,INS_879488,Africa,0,,STO_374230,STO
1172,INS_821100,Africa,0,,STO_399975,STO
1173,INS_947862,South America,0,,STO_814058,STO
1174,INS_214889,Europe,0,,STO_399975,STO
1175,INS_213588,Antarctica,0,,STO_153142,STO
1176,INS_705822,Africa,0,,STO_706754,STO
1177,INS_859444,Asia,1,,STO_748408,STO
1178,INS_812133,North America,1,COM_405168,,COM
1179,INS_740132,South America,0,,STO_935715,STO
1180,INS_619828,South America,0,,STO_935715,STO
1181,INS_253101,Africa,0,,STO_706754,STO
1182,INS_910064,South America,0,COM_939864,,COM
1183,INS_391019,South America,0,COM_308698,,COM
1184,INS_646706,Antarctica,0,COM_537120,,COM
1185,INS_296269,Europe,0,COM_984001,,COM
1186,INS_991281,Antarctica,0,COM_928176,,COM
1187,INS_917911,Africa,1,,STO_488286,STO
1188,INS_396645,Asia,0,COM_537120,,COM
1189,INS_249375,Africa,0,COM_104481,,COM
1190,INS_294159,Australia,1,COM_657871,,COM
1191,INS_639476,Asia,0,,STO_748408,STO
1192,INS_859176,Antarctica,1,,STO_935715,STO
1193,INS_289219,South America,1,,STO_706754,STO
1194,INS_789060,Asia,0,,STO_732664,STO
1195,INS_798161,Australia,1,,STO_814058,STO
1196,INS_817051,Europe,0,COM_390445,,COM
1197,INS_585644,Europe,0,COM_573859,,COM
1198,INS_148508,South America,1,,STO_914572,STO
1199,INS_209316,Europe,0,COM_484003,,COM
1200,INS_392837,North America,0,COM_928176,,COM
1201,INS_299232,South America,0,COM_180225,,COM
1202,INS_481875,North America,0,COM_158114,,COM
1203,INS_938142,Australia,0,COM_162427,,COM
1204,INS_540816,South America,0,COM_612696,,COM
1205,INS_999942,Australia,0,COM_516803,,COM
1206,INS_213114,Australia,1,COM_262087,,COM
1207,INS_960579,South America,0,COM_262087,,COM
1208,INS_717683,Australia,0,,STO_799690,STO
1209,INS_152647,Australia,1,COM_910962,,COM
1210,INS_812403,Europe,1,COM_657871,,COM
1211,INS_710491,Europe,0,COM_256990,,COM
1212,INS_552985,North America,0,,STO_221403,STO
1213,INS_784346,Asia,0,COM_560969,,COM
1214,INS_409519,South America,1,,STO_382445,STO
1215,INS_651699,Antarctica,0,,STO_488286,STO
1216,INS_715610,South America,0,COM_180225,,COM
1217,INS_192915,South America,1,COM_657871,,COM
1218,INS_511052,North America,1,,STO_399975,STO
1219,INS_846372,North America,0,COM_162459,,COM
1220,INS_888475,Antarctica,0,,STO_358360,STO
1221,INS_155086,Asia,1,,STO_358360,STO
1222,INS_431197,Antarctica,0,,STO_814058,STO
1223,INS_546527,North America,0,COM_145908,,COM
1224,INS_134039,Asia,1,COM_498819,,COM
1225,INS_313226,South America,0,,STO_946790,STO
1226,INS_466330,Asia,1,,STO_748408,STO
1227,INS_770886,Africa,1,,STO_946790,STO
1228,INS_502251,Antarctica,1,COM_484003,,COM
1229,INS_972793,Australia,0,,STO_706754,STO
1230,INS_972864,Africa,0,COM_650748,,COM
1231,INS_756328,South America,1,COM_390445,,COM
1232,INS_109240,Asia,0,,STO_381875,STO
1233,INS_388009,Europe,0,,STO_631748,STO
1234,INS_578953,Asia,1,COM_560406,,COM
1235,INS_299044,Africa,0,COM_162427,,COM
1236,INS_298367,Europe,0,,STO_748408,STO
1237,INS_112325,North America,0,,STO_399975,STO
1238,INS_949569,Europe,0,,STO_748408,STO
1239,INS_992698,Asia,0,COM_537120,,COM
1240,INS_492141,Asia,0,COM_657871,,COM
1241,INS_205812,South America,1,COM_423610,,COM
1242,INS_252362,Asia,0,,STO_600517,STO
1243,INS_899127,North America,1,COM_131278,,COM
1244,INS_314150,Antarctica,0,,STO_358360,STO
1245,INS_339679,Africa,0,,STO_935715,STO
1246,INS_841654,Australia,0,COM_104481,,COM
1247,INS_841460,Europe,1,,STO_814058,STO
1248,INS_449134,Africa,0,COM_612696,,COM
1249,INS_878899,North America,0,COM_537120,,COM
1250,INS_907947,Asia,1,COM_516803,,COM
1251,INS_389165,Asia,0,,STO_900589,STO
1252,INS_953274,Europe,0,,STO_381875,STO
1253,INS_311783,Antarctica,0,COM_162427,,COM
1254,INS_642663,South America,0,,STO_381875,STO
1255,INS_267881,North America,0,COM_476584,,COM
1256,INS_585606,Africa,1,COM_560969,,COM
1257,INS_826889,Europe,0,COM_939864,,COM
1258,INS_217742,Antarctica,1,,STO_374230,STO
1259,INS_999004,Africa,0,,STO_600517,STO
1260,INS_437223,South America,1,,STO_946790,STO
1261,INS_650688,Asia,0,COM_736102,,COM
1262,INS_382134,North America,0,,STO_814058,STO
1263,INS_138657,Asia,0,COM_609357,,COM
1264,INS_417101,Africa,0,,STO_358360,STO
1265,INS_329811,Europe,0,,STO_382445,STO
1266,INS_113024,Australia,0,,STO_381875,STO
1267,INS_151336,Antarctica,0,COM_131278,,COM
1268,INS_447757,Antarctica,1,,STO_935715,STO
1269,INS_148192,Europe,1,COM_612696,,COM
1270,INS_135054,Europe,0,COM_423610,,COM
1271,INS_784161,North America,0,COM_928176,,COM
1272,INS_732776,Antarctica,0,,STO_153142,STO
1273,INS_579723,South America,0,COM_609357,,COM
1274,INS_142419,Australia,0,,STO_799690,STO
1275,INS_845947,Africa,1,,STO_153142,STO
1276,INS_574689,Australia,1,COM_476584,,COM
1277,INS_881573,Asia,0,,STO_814058,STO
1278,INS_906671,Africa,0,COM_667073,,COM
1279,INS_490324,Asia,0,COM_507722,,COM
1280,INS_251069,Africa,0,COM_507722,,COM
1281,INS_708011,Australia,0,COM_939864,,COM
1282,INS_713337,South America,1,COM_902528,,COM
1283,INS_792559,Europe,0,COM_897109,,COM
1284,INS_390042,South America,0,,STO_814058,STO
1285,INS_196010,Europe,0,,STO_221403,STO
1286,INS_830663,Antarctica,0,COM_657871,,COM
1287,INS_820336,South America,0,,STO_382445,STO
1288,INS_588648,South America,0,,STO_732664,STO
1289,INS_733853,South America,1,COM_667073,,COM
1290,INS_608901,Europe,0,,STO_732664,STO
1291,INS_204653,South America,0,COM_498819,,COM
1292,INS_224750,Antarctica,0,COM_736102,,COM
1293,INS_716970,Australia,0,,STO_488286,STO
1294,INS_838069,Antarctica,0,COM_308698,,COM
1295,INS_454555,Antarctica,0,,STO_600517,STO
1296,INS_923619,Africa,0,,STO_706754,STO
1297,INS_799213,Antarctica,0,COM_516803,,COM
1298,INS_538607,Australia,0,COM_308698,,COM
1299,INS_824362,Europe,0,,STO_631748,STO
1300,INS_975421,Antarctica,1,COM_256990,,COM
1301,INS_517849,Africa,0,,STO_153142,STO
1302,INS_942752,Antarctica,0,,STO_748408,STO
1303,INS_340131,Europe,0,,STO_706754,STO
1304,INS_425589,Australia,0,,STO_631748,STO
1305,INS_163280,Antarctica,0,COM_612128,,COM
1306,INS_667308,Europe,0,,STO_914572,STO
1307,INS_293721,South America,0,COM_405168,,COM
1308,INS_718951,South America,1,COM_459337,,COM
1309,INS_876862,North America,0,COM_524252,,COM
1310,INS_149331,Antarctica,0,COM_560406,,COM
1311,INS_710331,Australia,0,,STO_748408,STO
1312,INS_368185,Europe,0,,STO_221403,STO
1313,INS_372411,North America,0,COM_498819,,COM
1314,INS_571571,Asia,0,COM_498819,,COM
1315,INS_890076,Antarctica,0,COM_476584,,COM
1316,INS_397422,Australia,0,,STO_748408,STO
1317,INS_274452,Antarctica,0,,STO_374230,STO
1318,INS_742570,Australia,0,,STO_631748,STO
1319,INS_169158,Antarctica,1,COM_131278,,COM
1320,INS_300717,Antarctica,0,,STO_358360,STO
1321,INS_384755,North America,0,,STO_799690,STO
1322,INS_120662,Africa,0,COM_245180,,COM
1323,INS_588577,Antarctica,0,COM_476584,,COM
1324,INS_869583,Africa,0,COM_476584,,COM
1325,INS_130765,Antarctica,1,COM_162459,,COM
1326,INS_476882,Asia,0,,STO_488286,STO
1327,INS_609950,Antarctica,1,,STO_914572,STO
1328,INS_700193,Australia,0,COM_104481,,COM
1329,INS_585108,Australia,1,COM_657871,,COM
1330,INS_618843,Asia,0,COM_498819,,COM
1331,INS_503033,Antarctica,0,COM_484003,,COM
1332,INS_174588,Africa,0,COM_256990,,COM
1333,INS_793648,Australia,0,COM_657871,,COM
1334,INS_811475,Africa,1,,STO_631748,STO
1335,INS_722263,North America,0,,STO_838001,STO
1336,INS_515983,Asia,1,,STO_221403,STO
1337,INS_378669,Asia,0,,STO_600517,STO
1338,INS_879432,South America,0,,STO_374230,STO
1339,INS_987914,North America,0,COM_169616,,COM
1340,INS_243467,Antarctica,0,COM_902528,,COM
1341,INS_516829,Africa,0,,STO_399975,STO
1342,INS_725404,Europe,0,COM_162459,,COM
1343,INS_289222,Europe,0,COM_498819,,COM
1344,INS_725397,Asia,0,,STO_900589,STO
1345,INS_256100,North America,0,,STO_382445,STO
1346,INS_818909,Antarctica,0,COM_390445,,COM
1347,INS_430841,Africa,0,COM_390445,,COM
1348,INS_519228,Australia,0,COM_537120,,COM
1349,INS_568764,Europe,0,COM_984001,,COM
1350,INS_630687,North America,0,,STO_399975,STO
1351,INS_402503,Antarctica,1,,STO_358360,STO
1352,INS_819954,Australia,0,,STO_799690,STO
1353,INS_247298,Europe,1,COM_516803,,COM
1354,INS_928084,Antarctica,1,,STO_838001,STO
1355,INS_212689,Europe,0,,STO_799690,STO
1356,INS_392410,Europe,0,COM_223785,,COM
1357,INS_994340,Australia,0,COM_459337,,COM
1358,INS_937898,Europe,0,,STO_399975,STO
1359,INS_527037,Antarctica,0,,STO_706754,STO
1360,INS_137146,Antarctica,0,COM_158114,,COM
1361,INS_201142,South America,1,COM_131278,,COM
1362,INS_188707,Asia,0,,STO_838001,STO
1363,INS_356701,Antarctica,0,,STO_914572,STO
1364,INS_653124,North America,0,COM_223785,,COM
1365,INS_364077,Australia,0,COM_265379,,COM
1366,INS_487908,Europe,0,,STO_914572,STO
1367,INS_239614,Antarctica,0,,STO_914572,STO
1368,INS_139329,Europe,0,,STO_399975,STO
1369,INS_727331,Asia,0,,STO_935715,STO
1370,INS_837963,Europe,0,COM_902528,,COM
1371,INS_317109,Australia,0,COM_104481,,COM
1372,INS_795791,North America,0,COM_104481,,COM
1373,INS_978885,North America,1,COM_897109,,COM
1374,INS_375738,Australia,1,COM_308698,,COM
1375,INS_596682,Antarctica,0,,STO_399975,STO
1376,INS_932905,Australia,0,,STO_381875,STO
1377,INS_180425,Africa,0,,STO_600517,STO
1378,INS_177025,South America,0,COM_245180,,COM
1379,INS_842696,Australia,0,COM_182425,,COM
1380,INS_198838,Europe,1,COM_104481,,COM
1381,INS_944416,Australia,0,,STO_946790,STO
1382,INS_970424,Africa,1,COM_910962,,COM
1383,INS_828287,North America,0,COM_606198,,COM
1384,INS_804038,Australia,0,COM_158114,,COM
1385,INS_128361,Europe,0,COM_984001,,COM
1386,INS_638907,Australia,0,COM_902528,,COM
1387,INS_643087,Europe,0,COM_736102,,COM
1388,INS_749595,Antarctica,0,COM_158114,,COM
1389,INS_817718,Australia,0,COM_498819,,COM
1390,INS_785770,Antarctica,0,COM_542682,,COM
1391,INS_515483,South America,0,,STO_600517,STO
1392,INS_740226,Antarctica,0,,STO_488286,STO
1393,INS_448808,Australia,0,COM_612128,,COM
1394,INS_825580,North America,0,COM_560406,,COM
1395,INS_506145,Antarctica,0,,STO_358360,STO
1396,INS_338172,Australia,0,COM_158114,,COM
1397,INS_715040,South America,0,COM_560969,,COM
1398,INS_685345,Africa,0,,STO_488286,STO
1399,INS_847247,Africa,0,,STO_358360,STO
1400,INS_779339,Australia,0,COM_256990,,COM
1401,INS_480596,Europe,0,COM_657871,,COM
1402,INS_438545,South America,0,,STO_374230,STO
1403,INS_862404,Europe,0,COM_162427,,COM
1404,INS_160242,South America,0,COM_169616,,COM
1405,INS_815580,Antarctica,0,,STO_399975,STO
1406,INS_356907,Australia,0,COM_169616,,COM
1407,INS_768774,Africa,0,COM_459337,,COM
1408,INS_249568,South America,1,COM_612696,,COM
1409,INS_805324,Europe,0,COM_560969,,COM
1410,INS_608816,Africa,0,COM_606198,,COM
1411,INS_448527,Antarctica,1,COM_990286,,COM
1412,INS_233240,Africa,0,,STO_914572,STO
1413,INS_357124,Asia,0,,STO_488286,STO
1414,INS_551607,Antarctica,0,COM_162427,,COM
1415,INS_470852,South America,0,,STO_900589,STO
1416,INS_537931,Antarctica,0,COM_484003,,COM
1417,INS_471370,Asia,1,COM_560969,,COM
1418,INS_127152,Europe,0,COM_158114,,COM
1419,INS_754097,Europe,1,COM_990286,,COM
1420,INS_639905,Europe,1,COM_507722,,COM
1421,INS_349886,Asia,0,COM_609357,,COM
1422,INS_396117,North America,0,,STO_631748,STO
1423,INS_618267,Australia,0,COM_498819,,COM
1424,INS_991700,Europe,0,COM_390445,,COM
1425,INS_862552,Australia,0,COM_423610,,COM
1426,INS_166067,Asia,0,COM_507722,,COM
1427,INS_481561,Australia,0,,STO_732664,STO
1428,INS_568007,Antarctica,0,,STO_488286,STO
1429,INS_166319,Australia,0,COM_308698,,COM
1430,INS_137822,Antarctica,0,,STO_748408,STO
1431,INS_593182,North America,0,,STO_221403,STO
1432,INS_910986,Europe,1,,STO_600517,STO
1433,INS_624527,South America,1,COM_736102,,COM
1434,INS_672712,Africa,0,,STO_631748,STO
1435,INS_207869,South America,0,,STO_732664,STO
1436,INS_259337,Antarctica,1,COM_609357,,COM
1437,INS_212762,North America,0,COM_524252,,COM
1438,INS_869718,Antarctica,0,,STO_838001,STO
1439,INS_973839,Europe,0,COM_939864,,COM
1440,INS_283605,Antarctica,0,,STO_838001,STO
1441,INS_364779,Europe,0,COM_423610,,COM
1442,INS_921053,North America,0,,STO_914572,STO
1443,INS_189454,Africa,1,COM_612696,,COM
1444,INS_582901,Asia,0,,STO_631748,STO
1445,INS_552376,Australia,0,,STO_358360,STO
1446,INS_161871,Australia,0,COM_413738,,COM
1447,INS_833302,Europe,0,COM_657871,,COM
1448,INS_994368,Europe,0,COM_806644,,COM
1449,INS_232262,Antarctica,0,COM_162427,,COM
1450,INS_121339,North America,0,,STO_374230,STO
1451,INS_400196,North America,0,COM_476584,,COM
1452,INS_435966,Australia,0,COM_939864,,COM
1453,INS_987426,Asia,0,COM_169616,,COM
1454,INS_700520,Antarctica,0,COM_667073,,COM
1455,INS_867564,Australia,0,COM_990286,,COM
1456,INS_457438,Africa,0,COM_910962,,COM
1457,INS_583394,Australia,1,COM_606198,,COM
1458,INS_300692,Asia,0,,STO_748408,STO
1459,INS_689677,South America,0,COM_606198,,COM
1460,INS_244579,Asia,0,COM_413738,,COM
1461,INS_364083,Africa,0,COM_498819,,COM
1462,INS_829798,Antarctica,1,,STO_382445,STO
1463,INS_159298,Antarctica,0,COM_256990,,COM
1464,INS_668506,Antarctica,1,,STO_399975,STO
1465,INS_894097,Africa,0,,STO_732664,STO
1466,INS_905348,Africa,0,,STO_914572,STO
1467,INS_182756,South America,1,,STO_900589,STO
1468,INS_950304,Antarctica,0,,STO_814058,STO
1469,INS_501686,Europe,0,,STO_838001,STO
1470,INS_664391,Europe,1,COM_736102,,COM
1471,INS_748062,Africa,0,,STO_748408,STO
1472,INS_522573,Australia,0,COM_162459,,COM
1473,INS_789625,Australia,0,COM_423610,,COM
1474,INS_748376,Europe,0,COM_609357,,COM
1475,INS_410212,Africa,0,,STO_900589,STO
1476,INS_867445,Europe,0,COM_459337,,COM
1477,INS_292394,North America,1,,STO_358360,STO
1478,INS_869081,North America,0,,STO_153142,STO
1479,INS_905885,Antarctica,0,COM_897109,,COM
1480,INS_891463,South America,1,,STO_935715,STO
1481,INS_756184,South America,0,,STO_631748,STO
1482,INS_316554,South America,0,COM_995209,,COM
1483,INS_361632,North America,1,COM_182425,,COM
1484,INS_664849,Australia,0,,STO_381875,STO
1485,INS_876463,Asia,0,,STO_914572,STO
1486,INS_520498,Europe,0,,STO_946790,STO
1487,INS_130861,South America,0,,STO_382445,STO
1488,INS_390528,Europe,0,,STO_488286,STO
1489,INS_408510,Africa,0,,STO_382445,STO
1490,INS_496904,Europe,1,COM_484003,,COM
1491,INS_761955,North America,1,,STO_382445,STO
1492,INS_331854,Africa,0,,STO_399975,STO
1493,INS_824672,North America,0,COM_573859,,COM
1494,INS_854306,Antarctica,0,,STO_946790,STO
1495,INS_799147,Europe,0,COM_902528,,COM
1496,INS_677570,Antarctica,0,,STO_706754,STO
1497,INS_397301,South America,0,COM_476584,,COM
1498,INS_261391,North America,0,,STO_946790,STO
1499,INS_876869,Europe,0,,STO_900589,STO
1500,INS_400802,North America,0,COM_542682,,COM
1501,INS_459324,Asia,0,,STO_706754,STO
1502,INS_705772,Australia,0,COM_223785,,COM
1503,INS_499306,Australia,0,,STO_838001,STO
1504,INS_243095,Antarctica,0,,STO_381875,STO
1505,INS_560789,Asia,0,COM_650748,,COM
1506,INS_113923,North America,0,,STO_382445,STO
1507,INS_797456,Australia,0,COM_413738,,COM
1508,INS_515075,Africa,0,COM_606198,,COM
1509,INS_425096,South America,0,COM_169616,,COM
1510,INS_477248,Australia,0,COM_459337,,COM
1511,INS_283322,Europe,0,COM_910962,,COM
1512,INS_352199,Europe,0,COM_484003,,COM
1513,INS_520565,Europe,0,,STO_946790,STO
1514,INS_923299,Asia,0,COM_390445,,COM
1515,INS_986224,South America,0,COM_524252,,COM
1516,INS_434949,Asia,1,COM_423610,,COM
1517,INS_317647,Africa,1,COM_390445,,COM
1518,INS_736947,South America,1,COM_667073,,COM
1519,INS_207813,Europe,0,,STO_382445,STO
1520,INS_243561,North America,0,,STO_374230,STO
1521,INS_995273,Australia,0,COM_667073,,COM
1522,INS_541222,Africa,0,COM_507722,,COM
1523,INS_919635,Australia,1,COM_182425,,COM
1524,INS_450066,South America,0,COM_736102,,COM
1525,INS_973794,Asia,0,COM_609357,,COM
1526,INS_156198,Africa,1,,STO_732664,STO
1527,INS_984761,Antarctica,0,COM_897109,,COM
1528,INS_997979,North America,0,COM_524252,,COM
1529,INS_888029,Africa,0,,STO_814058,STO
1530,INS_412228,Africa,0,,STO_399975,STO
1531,INS_404060,Australia,1,,STO_935715,STO
1532,INS_816083,Europe,0,COM_650748,,COM
1533,INS_852780,Asia,0,,STO_935715,STO
1534,INS_161507,Europe,0,,STO_153142,STO
1535,INS_216976,Asia,1,,STO_900589,STO
1536,INS_782994,Europe,1,,STO_748408,STO
1537,INS_521957,Africa,1,,STO_900589,STO
1538,INS_741247,Australia,0,,STO_381875,STO
1539,INS_181701,South America,0,,STO_399975,STO
1540,INS_650372,Antarctica,0,,STO_631748,STO
1541,INS_641474,Antarctica,0,,STO_732664,STO
1542,INS_423548,Africa,1,,STO_381875,STO
1543,INS_430864,Australia,0,COM_507722,,COM
1544,INS_821008,Asia,1,,STO_631748,STO
1545,INS_364046,Antarctica,0,,STO_914572,STO
1546,INS_975055,North America,0,,STO_399975,STO
1547,INS_344653,North America,0,COM_131278,,COM
1548,INS_675556,North America,0,,STO_488286,STO
1549,INS_759974,Europe,1,COM_442047,,COM
1550,INS_499918,South America,0,,STO_399975,STO
1551,INS_468850,Asia,0,,STO_732664,STO
1552,INS_109704,Antarctica,1,,STO_946790,STO
1553,INS_384045,North America,0,,STO_153142,STO
1554,INS_225446,North America,0,COM_131278,,COM
1555,INS_182277,Antarctica,0,COM_158114,,COM
1556,INS_884131,Asia,1,,STO_814058,STO
1557,INS_445611,Asia,0,,STO_814058,STO
1558,INS_728106,Europe,0,,STO_732664,STO
1559,INS_726847,Europe,1,,STO_600517,STO
1560,INS_592103,Asia,0,,STO_382445,STO
1561,INS_807513,Asia,0,,STO_153142,STO
1562,INS_370888,Europe,0,COM_516803,,COM
1563,INS_380191,South America,0,,STO_814058,STO
1564,INS_961658,Asia,0,,STO_488286,STO
1565,INS_186242,Antarctica,0,,STO_374230,STO
1566,INS_615000,Antarctica,0,COM_145908,,COM
1567,INS_966073,Asia,0,COM_507722,,COM
1568,INS_162772,Africa,0,,STO_374230,STO
1569,INS_659425,North America,1,COM_476584,,COM
1570,INS_806803,Europe,1,COM_265379,,COM
1571,INS_653773,Australia,1,COM_573859,,COM
1572,INS_943659,North America,0,,STO_382445,STO
1573,INS_876778,South America,0,,STO_358360,STO
1574,INS_846917,Africa,0,COM_413738,,COM
1575,INS_922057,Africa,0,COM_984001,,COM
1576,INS_709335,Asia,0,COM_162459,,COM
1577,INS_386582,Antarctica,0,,STO_914572,STO
1578,INS_107522,Antarctica,1,COM_162459,,COM
1579,INS_143688,Africa,1,COM_169616,,COM
1580,INS_293046,North America,0,COM_573859,,COM
1581,INS_758009,North America,0,COM_939864,,COM
1582,INS_607370,South America,0,,STO_748408,STO
1583,INS_400724,Africa,0,COM_612128,,COM
1584,INS_621318,Asia,0,COM_182425,,COM
1585,INS_269414,Asia,1,COM_498819,,COM
1586,INS_832547,Asia,0,,STO_381875,STO
1587,INS_517273,Europe,0,,STO_399975,STO
1588,INS_204949,Europe,0,COM_413738,,COM
1589,INS_488449,Africa,1,COM_516803,,COM
1590,INS_658160,Australia,0,,STO_381875,STO
1591,INS_811327,Asia,1,,STO_838001,STO
1592,INS_965699,South America,0,COM_256990,,COM
1593,INS_241593,South America,0,COM_902528,,COM
1594,INS_463617,Antarctica,0,COM_162427,,COM
1595,INS_707320,Australia,0,COM_158114,,COM
1596,INS_268603,Europe,0,COM_265379,,COM
1597,INS_617955,Antarctica,0,COM_442047,,COM
1598,INS_260235,North America,1,COM_902528,,COM
1599,INS_920539,Australia,0,COM_650748,,COM
1600,INS_486908,Africa,0,,STO_814058,STO
1601,INS_597890,Australia,0,COM_939864,,COM
1602,INS_705465,Africa,0,COM_560406,,COM
1603,INS_388065,Australia,0,COM_612128,,COM
1604,INS_929670,South America,1,,STO_732664,STO
1605,INS_102961,Europe,0,,STO_935715,STO
1606,INS_855548,Australia,0,,STO_935715,STO
1608,INS_207173,Antarctica,0,COM_990286,,COM
1609,INS_508463,Australia,0,,STO_946790,STO
1610,INS_253282,Antarctica,1,COM_507722,,COM
1611,INS_804898,Antarctica,0,,STO_358360,STO
1612,INS_528170,Australia,0,COM_498819,,COM
1613,INS_313918,Asia,0,,STO_732664,STO
1614,INS_974110,Europe,0,,STO_935715,STO
1615,INS_899342,South America,0,COM_262087,,COM
1616,INS_986712,Australia,0,COM_498819,,COM
1617,INS_982645,South America,0,COM_609357,,COM
1618,INS_826953,North America,0,COM_537120,,COM
1619,INS_887882,Antarctica,1,,STO_399975,STO
1620,INS_477908,Africa,0,COM_990286,,COM
1621,INS_134230,South America,0,COM_476584,,COM
1622,INS_851897,Australia,1,COM_612696,,COM
1623,INS_195178,Antarctica,1,COM_560406,,COM
1624,INS_304144,Asia,0,COM_459337,,COM
1625,INS_543634,North America,0,COM_162427,,COM
1626,INS_571297,Australia,0,,STO_382445,STO
1627,INS_327636,South America,0,COM_573859,,COM
1628,INS_316687,Asia,1,COM_507722,,COM
1629,INS_801992,Antarctica,0,COM_657871,,COM
1630,INS_180351,Asia,0,COM_650748,,COM
1631,INS_536370,Antarctica,0,COM_984001,,COM
1632,INS_930475,North America,0,,STO_732664,STO
1633,INS_443593,Europe,0,,STO_488286,STO
1634,INS_748940,South America,0,COM_612128,,COM
1635,INS_889538,Antarctica,0,COM_662022,,COM
1636,INS_771517,North America,0,COM_606198,,COM
1637,INS_308548,South America,0,,STO_631748,STO
1638,INS_192992,Australia,0,COM_667073,,COM
1639,INS_513637,South America,0,COM_560406,,COM
1640,INS_267097,Europe,1,COM_650748,,COM
1641,INS_495721,Europe,0,COM_162459,,COM
1642,INS_728702,South America,1,COM_180225,,COM
1643,INS_525179,South America,1,,STO_399975,STO
1644,INS_709037,Asia,0,,STO_374230,STO
1645,INS_796639,South America,0,,STO_631748,STO
1646,INS_220814,North America,1,COM_507722,,COM
1647,INS_640997,Asia,0,,STO_814058,STO
1648,INS_897416,Australia,0,COM_612128,,COM
1649,INS_139665,Asia,0,COM_459337,,COM
1650,INS_823307,North America,0,COM_612128,,COM
1651,INS_466655,Antarctica,1,COM_560969,,COM
1652,INS_604104,North America,1,COM_662022,,COM
1653,INS_160568,Asia,1,COM_910962,,COM
1654,INS_463739,South America,1,COM_902528,,COM
1655,INS_974629,Antarctica,0,,STO_900589,STO
1656,INS_154664,Africa,0,COM_524252,,COM
1657,INS_808961,North America,0,,STO_838001,STO
1658,INS_554158,Africa,0,COM_984001,,COM
1659,INS_997748,Asia,0,,STO_799690,STO
1660,INS_874944,North America,0,,STO_488286,STO
1661,INS_953969,Europe,0,COM_573859,,COM
1662,INS_961504,Asia,0,COM_104481,,COM
1663,INS_409340,Europe,0,,STO_900589,STO
1664,INS_959036,Africa,0,COM_423610,,COM
1665,INS_500147,Australia,0,COM_560969,,COM
1666,INS_796994,Europe,0,,STO_799690,STO
1667,INS_306803,Africa,0,COM_484003,,COM
1668,INS_508443,Europe,1,COM_573859,,COM
1669,INS_721426,Asia,0,COM_256990,,COM
1670,INS_354143,South America,0,COM_413738,,COM
1671,INS_507399,Asia,0,,STO_799690,STO
1672,INS_536338,Africa,0,,STO_382445,STO
1673,INS_723754,Asia,0,,STO_600517,STO
1674,INS_569882,Antarctica,0,COM_537120,,COM
1675,INS_169890,Asia,0,,STO_838001,STO
1676,INS_915048,North America,0,COM_990286,,COM
1677,INS_828351,South America,0,,STO_221403,STO
1678,INS_366900,South America,0,COM_524252,,COM
1679,INS_723028,Africa,0,,STO_799690,STO
1680,INS_581792,Antarctica,0,COM_990286,,COM
1681,INS_297396,Antarctica,0,,STO_946790,STO
1682,INS_510669,South America,0,,STO_221403,STO
1683,INS_112752,Europe,0,,STO_488286,STO
1684,INS_585187,Australia,1,,STO_814058,STO
1685,INS_195124,Antarctica,0,,STO_488286,STO
1686,INS_536128,North America,0,,STO_374230,STO
1687,INS_139413,Australia,1,COM_145908,,COM
1688,INS_679611,Africa,1,,STO_374230,STO
1689,INS_810393,Antarctica,0,,STO_381875,STO
1690,INS_789758,Australia,0,,STO_221403,STO
1691,INS_198025,Australia,1,COM_405168,,COM
1692,INS_480185,South America,0,COM_609357,,COM
1693,INS_546754,Australia,1,COM_736102,,COM
1694,INS_459080,Asia,1,,STO_946790,STO
1695,INS_595241,Africa,1,,STO_153142,STO
1696,INS_310247,Europe,0,,STO_358360,STO
1697,INS_585729,Europe,0,,STO_706754,STO
1698,INS_632286,Europe,1,,STO_600517,STO
1699,INS_193419,Asia,1,,STO_946790,STO
1700,INS_174114,South America,0,COM_606198,,COM
1701,INS_106159,South America,1,COM_902528,,COM
1702,INS_155094,Africa,0,COM_542682,,COM
1703,INS_277116,South America,0,COM_667073,,COM
1704,INS_879550,Asia,1,,STO_732664,STO
1705,INS_395772,Europe,1,COM_484003,,COM
1706,INS_826334,Asia,0,COM_262087,,COM
1707,INS_671026,Asia,0,COM_542682,,COM
1708,INS_144849,South America,0,,STO_488286,STO
1709,INS_832802,Africa,0,COM_612128,,COM
1710,INS_384324,South America,0,COM_256990,,COM
1711,INS_466106,Australia,0,COM_223785,,COM
1712,INS_982375,Europe,0,COM_162459,,COM
1713,INS_988685,Africa,0,COM_182425,,COM
